subject_number,m3_s2_corr,m3_s2_gev,m3_s2_gfp,m3_s2_duration,m3_s2_coverage,m3_s2_occurrence,m1_s2_corr,m1_s2_gev,m1_s2_gfp,m1_s2_duration,m1_s2_coverage,m1_s2_occurrence,m2_s2_corr,m2_s2_gev,m2_s2_gfp,m2_s2_duration,m2_s2_coverage,m2_s2_occurrence,m4_s2_corr,m4_s2_gev,m4_s2_gfp,m4_s2_duration,m4_s2_coverage,m4_s2_occurrence,m5_s2_corr,m5_s2_gev,m5_s2_gfp,m5_s2_duration,m5_s2_coverage,m5_s2_occurrence
S18,0.728441,0.298739,1.402986,117.809068,34.419905,2.39726,0.614652,0.046638,1.069548,84.255058,13.665082,1.453732,0.638322,0.054664,1.13152,80.364224,13.39111,1.481689,0.665619,0.123324,1.231364,100.003124,22.599944,1.887056,0.650639,0.063103,1.120415,89.112047,15.923959,1.54459
S19,0.708682,0.201927,1.401919,109.022505,28.307183,2.112162,0.636224,0.116971,1.320789,97.793663,22.572768,1.957785,0.624098,0.083134,1.28668,92.695136,17.354815,1.634996,0.64039,0.068114,1.236513,96.960703,16.406096,1.417464,0.613046,0.061804,1.244228,93.390366,15.359138,1.417464
S20,0.761309,0.311933,1.284288,114.080012,34.383094,2.493525,0.660328,0.051162,0.988959,79.076308,13.01317,1.474073,0.675294,0.064989,1.033723,84.868061,14.20345,1.487849,0.697295,0.100516,1.081029,88.693759,19.149171,1.887364,0.674381,0.094623,1.06625,91.514899,19.251116,1.8667
S21,0.728947,0.440958,1.640309,137.701967,46.194577,2.633559,0.612654,0.040026,1.146318,79.274435,13.332219,1.477023,0.6067,0.03196,1.149448,91.516825,11.007998,1.065964,0.645698,0.07356,1.299683,94.239626,16.286264,1.456121,0.608609,0.031283,1.061351,95.359524,13.178943,1.226207
S22,0.705349,0.269608,1.357962,114.329654,35.678162,2.664362,0.6413,0.07624,1.155547,84.890351,16.974771,1.742907,0.625409,0.079806,1.162319,82.525422,19.014829,2.0072,0.636026,0.087567,1.193153,92.531501,18.774822,1.764336,0.618119,0.035869,1.101545,78.250491,9.557416,1.100031
S23,0.702717,0.257629,1.395966,108.556841,32.156568,2.441162,0.630968,0.063405,1.156116,81.772759,15.44539,1.66917,0.622771,0.078452,1.149836,89.99756,18.82546,1.836087,0.616804,0.065006,1.169768,87.817884,16.037946,1.564847,0.610095,0.071907,1.143596,91.310875,17.534635,1.66917
S24,0.696363,0.196476,1.401633,116.582084,32.626515,2.368437,0.595938,0.036882,1.212422,83.869783,11.511048,1.225053,0.615112,0.05789,1.32287,91.026396,14.0354,1.321573,0.649606,0.164669,1.500669,112.571695,27.081848,1.997208,0.626351,0.050663,1.237172,97.226439,14.745189,1.321573
S25,0.689467,0.179642,1.327998,110.995646,29.081824,2.180631,0.642926,0.080752,1.226181,96.227031,17.681888,1.574098,0.60607,0.045707,1.16658,87.56727,12.699651,1.278052,0.654336,0.119575,1.356191,109.064726,20.463276,1.552436,0.628483,0.0893,1.232723,104.007969,20.073362,1.653525
S26,0.719776,0.177483,1.392285,100.775507,28.447153,2.382601,0.662843,0.100714,1.297473,88.30954,20.213326,1.973958,0.660292,0.105435,1.406881,86.602928,18.348802,1.835434,0.665715,0.13884,1.486543,99.215257,21.241169,1.814656,0.639162,0.041823,1.257934,80.010552,11.74955,1.309046
S27,0.720721,0.233409,1.310173,113.246638,29.462493,2.170102,0.647781,0.073986,1.093228,90.07022,17.652049,1.717703,0.635079,0.067457,1.106292,91.01934,15.497498,1.463228,0.650894,0.077612,1.161437,93.746424,16.266576,1.51271,0.65331,0.10592,1.175088,99.688531,21.121384,1.802528
S28,0.717751,0.231417,1.300755,116.293242,32.1761,2.298086,0.628997,0.048877,1.056979,82.628602,13.987975,1.503151,0.637831,0.042938,1.097864,78.391617,11.319882,1.300804,0.667374,0.141415,1.252691,103.689615,24.963867,2.016246,0.651184,0.090321,1.202499,94.672609,17.552177,1.618778
S29,0.684001,0.246944,1.41186,116.959387,34.19161,2.484978,0.59992,0.042362,1.117692,80.666753,13.584545,1.509238,0.594081,0.037356,1.119317,86.507632,11.604987,1.200371,0.626551,0.09935,1.35201,97.702187,18.863368,1.621553,0.630856,0.099802,1.261485,101.367374,21.755489,1.797046
S30,0.740454,0.285854,1.36389,108.701827,33.298301,2.570585,0.645873,0.053173,1.069351,77.627516,13.324433,1.540931,0.634423,0.069416,1.123288,83.207274,15.929103,1.682952,0.668067,0.102642,1.158293,98.139675,20.933932,1.846276,0.654744,0.06759,1.107307,88.393123,16.514231,1.626143
S31,0.712096,0.234514,1.215762,116.230524,31.494286,2.271083,0.638368,0.081657,1.104583,92.262569,17.595834,1.670765,0.630129,0.058971,1.073296,88.452748,14.017069,1.403153,0.668656,0.1035,1.105267,103.186018,20.815854,1.750325,0.643032,0.066925,1.073096,88.624592,16.076956,1.583972
S32,0.720513,0.235079,1.386088,115.26635,34.792356,2.500981,0.630295,0.074581,1.277031,82.043794,16.734854,1.79342,0.663528,0.142427,1.385496,92.132861,21.725607,2.003587,0.649553,0.05848,1.279842,85.095143,13.814941,1.40111,0.646564,0.047212,1.179308,78.713126,12.932242,1.450149
S33,0.666167,0.168008,1.374008,117.642533,30.118262,2.146847,0.591196,0.049141,1.270513,93.33411,13.876508,1.314851,0.602317,0.070902,1.361304,95.121124,16.033755,1.47085,0.604567,0.09314,1.404492,101.002105,19.236941,1.649135,0.617808,0.090364,1.33728,102.377165,20.734534,1.708564
S34,0.681065,0.225845,1.511197,127.63472,33.777261,2.12281,0.595426,0.040767,1.29716,93.844445,10.892623,0.983196,0.620959,0.061511,1.258483,102.605738,16.428316,1.340722,0.654137,0.120465,1.436159,116.120358,22.991896,1.601418,0.612704,0.058208,1.2748,102.292483,15.909903,1.310928
S35,0.71169,0.2091,1.32684,102.556242,29.66393,2.443112,0.621899,0.056517,1.130803,82.517243,14.593335,1.590864,0.635735,0.082228,1.205858,82.679577,16.951223,1.796824,0.661437,0.134075,1.309327,91.82625,21.431209,1.981478,0.628373,0.065963,1.138094,85.450873,17.360302,1.761314
S36,0.734306,0.347963,1.504084,128.187609,40.120638,2.513285,0.654243,0.112447,1.26286,101.90973,22.665518,1.874192,0.640894,0.070218,1.184426,95.278466,18.618412,1.665949,0.634026,0.025155,1.045823,82.757098,8.904208,0.955048,0.627049,0.025807,1.025252,90.482623,9.691225,0.96941
S37,0.707016,0.29501,1.370876,108.138352,35.756751,2.708634,0.63353,0.081187,1.135721,88.18964,18.527059,1.854373,0.624911,0.077846,1.101887,87.888879,19.271586,1.937715,0.641764,0.058265,1.165616,78.421292,13.084787,1.472386,0.625393,0.052664,1.096144,79.352132,13.359818,1.507112
S38,0.761494,0.373185,1.683178,125.734952,42.486299,2.668013,0.669796,0.087643,1.393696,86.623986,18.578021,1.867609,0.670202,0.075128,1.314749,89.887603,17.93193,1.745025,0.678929,0.057138,1.38748,92.943624,12.492068,1.160946,0.655727,0.026633,1.22489,84.914459,8.511682,0.872512
S39,0.765571,0.318388,1.437024,109.954336,35.880538,2.755188,0.684384,0.100164,1.202711,85.92075,20.510376,2.089176,0.665507,0.064575,1.181413,80.142701,14.492428,1.591419,0.63819,0.029439,1.07911,80.153594,9.063376,1.002524,0.694712,0.107049,1.23265,89.89275,20.053281,1.955973
S40,0.701423,0.241522,1.389054,117.495693,34.164499,2.400786,0.653751,0.091053,1.265096,93.292883,18.710909,1.736592,0.629039,0.043279,1.154712,77.304776,12.221177,1.404494,0.671869,0.106746,1.341729,94.996841,18.34837,1.63973,0.642122,0.081369,1.314393,86.89107,16.555045,1.653567
S41,0.735527,0.325787,1.464995,118.966746,37.617641,2.552921,0.654832,0.0837,1.215591,81.540905,17.622057,1.925041,0.647013,0.087721,1.222027,83.333657,17.144592,1.773245,0.644675,0.047696,1.149611,78.024399,12.852924,1.490354,0.639034,0.059406,1.159999,87.99458,14.762785,1.476555
S42,0.70354,0.307569,1.403148,116.089802,36.28815,2.638229,0.613826,0.052246,1.119373,83.78269,13.843761,1.48574,0.618446,0.054194,1.112315,81.262068,14.885168,1.631537,0.653832,0.084227,1.225367,86.254754,16.393124,1.624594,0.629268,0.074635,1.160542,93.267514,18.589797,1.735677
S43,0.729416,0.292171,1.381107,112.658225,35.337175,2.574222,0.625607,0.049983,1.123914,83.092565,12.610275,1.351979,0.642756,0.065472,1.166548,84.358665,14.486658,1.474886,0.673633,0.073885,1.192004,87.830434,15.366127,1.509027,0.662834,0.112209,1.198556,97.684715,22.199765,1.94603
S44,0.673162,0.265054,1.345512,111.459499,36.292421,2.702781,0.572652,0.033456,1.061644,80.216846,11.039487,1.214083,0.577594,0.057301,1.143237,85.842244,15.361045,1.582644,0.602759,0.064513,1.160906,90.94217,15.968087,1.524831,0.615588,0.090551,1.161238,94.869581,21.338961,1.900619
S45,0.692634,0.217496,1.340903,101.848691,31.317546,2.641978,0.614652,0.066982,1.182384,83.614031,16.202138,1.676496,0.623664,0.061099,1.208471,82.544473,15.07649,1.639074,0.628741,0.075162,1.229668,84.930883,17.106248,1.766308,0.645206,0.09894,1.253044,93.709548,20.297578,1.893542
S46,0.701619,0.235684,1.329091,105.874395,31.162347,2.482329,0.632053,0.074275,1.137399,85.95692,17.987771,1.830192,0.640522,0.092589,1.212728,82.301142,17.412768,1.893302,0.651693,0.090091,1.21251,87.649853,18.217772,1.753057,0.625806,0.061228,1.129813,82.453717,15.219343,1.661898
S47,0.672762,0.216349,1.30701,105.934981,30.805076,2.425193,0.582538,0.044582,1.08347,84.672772,13.065268,1.377451,0.583799,0.056396,1.13026,82.652749,15.128513,1.604584,0.604691,0.06797,1.15949,90.497458,16.444418,1.58993,0.627033,0.10873,1.163206,104.306364,24.556725,2.022215
S48,0.700853,0.247445,1.242339,105.08987,31.998196,2.529808,0.61582,0.052919,1.044829,81.821369,13.383319,1.493926,0.615883,0.059089,1.023484,85.933085,14.973081,1.543253,0.629284,0.10644,1.121846,96.475135,21.470248,1.944922,0.607068,0.070314,1.047209,89.641012,18.175156,1.803986
S49,0.734126,0.205002,1.557035,111.576425,25.393746,1.904531,0.634318,0.046036,1.18806,94.413699,15.407441,1.433748,0.650291,0.115414,1.449798,96.45477,21.085369,1.940196,0.678349,0.147933,1.580032,105.087327,22.825839,1.783269,0.635826,0.043027,1.182266,89.0337,15.287606,1.497946
S50,0.719921,0.270084,1.492371,111.40655,32.932166,2.461707,0.630304,0.062611,1.173733,85.087827,16.313191,1.683218,0.637229,0.049268,1.167868,83.552344,13.625652,1.416709,0.658341,0.107849,1.319364,95.564221,19.797453,1.781406,0.634374,0.067774,1.175807,96.558109,17.331538,1.585031
S51,0.72287,0.259686,1.355057,108.897466,32.180287,2.462631,0.623497,0.039157,1.054737,78.838553,10.947254,1.231316,0.628052,0.051198,1.070704,82.139047,13.530153,1.481874,0.644745,0.074273,1.139968,90.735681,17.163965,1.682321,0.669779,0.13103,1.165534,99.564028,26.17834,2.255025
S52,0.708742,0.2342,1.324281,113.807585,34.193735,2.544954,0.623907,0.03986,1.061519,80.297297,11.583527,1.319606,0.611114,0.036734,0.996767,83.209526,13.294664,1.406613,0.670414,0.164383,1.413967,97.381855,22.566705,1.928654,0.643606,0.070753,1.114976,90.520133,18.361369,1.725638
S53,0.689239,0.139488,1.372204,107.654031,26.425916,2.075107,0.636868,0.092755,1.334569,105.405379,21.431248,1.722051,0.64132,0.121178,1.459061,104.722047,23.555351,1.84454,0.662911,0.116454,1.556612,109.00101,17.134046,1.318558,0.615914,0.044875,1.340082,90.89292,11.45344,1.109606
S54,0.69925,0.232348,1.379748,123.060899,35.995968,2.367352,0.613465,0.038366,1.156722,89.104807,10.776797,1.069127,0.620228,0.042918,1.245825,82.761316,10.978404,1.153129,0.654788,0.118984,1.441449,105.121974,21.300058,1.657146,0.637108,0.084949,1.241513,106.282664,20.948774,1.710603
S55,0.703894,0.225283,1.39211,122.728941,33.611006,2.278466,0.598341,0.035725,1.183705,83.915649,11.267524,1.20454,0.619507,0.095082,1.334621,95.242684,18.964967,1.705222,0.642205,0.107124,1.304604,107.61163,22.146112,1.756015,0.628201,0.05919,1.302791,90.866367,14.010391,1.32064
