subject_number,m3_s1_corr,m3_s1_gev,m3_s1_gfp,m3_s1_duration,m3_s1_coverage,m3_s1_occurrence,m1_s1_corr,m1_s1_gev,m1_s1_gfp,m1_s1_duration,m1_s1_coverage,m1_s1_occurrence,m2_s1_corr,m2_s1_gev,m2_s1_gfp,m2_s1_duration,m2_s1_coverage,m2_s1_occurrence,m4_s1_corr,m4_s1_gev,m4_s1_gfp,m4_s1_duration,m4_s1_coverage,m4_s1_occurrence,m5_s1_corr,m5_s1_gev,m5_s1_gfp,m5_s1_duration,m5_s1_coverage,m5_s1_occurrence
S14,0.72444,0.254287,1.417712,103.166409,32.184958,2.656483,0.641626,0.060215,1.123751,83.274815,15.673253,1.687974,0.653281,0.078594,1.142724,85.87508,18.473629,1.86784,0.66903,0.082346,1.260625,81.188218,15.136421,1.681056,0.649673,0.101121,1.261983,87.155463,18.531739,1.860922
S15,0.733689,0.282834,1.400271,114.092238,34.654999,2.5104,0.632631,0.057207,1.200592,75.965271,13.05695,1.527758,0.639118,0.062047,1.106283,80.252785,16.798164,1.836178,0.672729,0.096156,1.242341,84.600585,18.384737,1.900732,0.650409,0.066206,1.107517,87.736556,17.10515,1.735762
S16,0.710154,0.275471,1.561791,118.994372,34.512994,2.3723,0.632408,0.06544,1.206916,93.648605,17.135358,1.564708,0.636675,0.077991,1.313856,96.309915,16.094142,1.442127,0.631522,0.056571,1.207079,96.449888,16.399873,1.47097,0.619517,0.053828,1.189876,95.74184,15.857633,1.398864
S17,0.724478,0.297293,1.393135,105.95747,36.68776,2.819769,0.64275,0.053374,1.155349,77.449488,12.667721,1.486787,0.666634,0.091854,1.147722,88.192826,20.891194,2.065389,0.667523,0.054188,1.139643,83.71112,13.15404,1.406223,0.65159,0.068529,1.160642,87.648527,16.599285,1.611297
S18,0.725666,0.289419,1.368671,119.668825,33.958157,2.325417,0.608074,0.037953,1.031646,81.468065,11.914051,1.314673,0.630694,0.061394,1.123762,87.396582,15.332202,1.562058,0.670942,0.11635,1.226779,100.646195,21.81227,1.844784,0.651151,0.068814,1.121655,92.027416,16.983319,1.583263
S19,0.702076,0.19419,1.461688,111.692607,28.313539,2.144753,0.643328,0.12533,1.360043,100.531885,24.387313,2.032975,0.5996,0.055144,1.269005,87.729586,14.436216,1.432164,0.64931,0.076073,1.381531,101.951411,15.154394,1.236552,0.627799,0.079357,1.302679,98.816351,17.708537,1.557915
S20,0.754667,0.264422,1.488119,112.773246,30.163925,2.260561,0.660172,0.047912,1.1411,87.440255,13.058553,1.317505,0.661677,0.0641,1.144717,91.348281,16.994425,1.643414,0.679387,0.106367,1.302013,93.828363,18.447841,1.671151,0.697241,0.125505,1.308403,97.926544,21.335256,1.830638
S21,0.741677,0.46848,1.723174,136.449437,45.552875,2.496048,0.610996,0.043719,1.132172,88.348531,14.579693,1.456028,0.598916,0.026244,1.093582,87.405543,10.616524,1.081621,0.637312,0.060897,1.254303,93.397027,16.066228,1.449094,0.615695,0.033169,1.07449,90.989967,13.18468,1.261891
S22,0.716313,0.31333,1.396102,114.1062,38.590996,2.804909,0.639026,0.076075,1.105567,85.775064,19.192983,1.993337,0.623898,0.059908,1.104561,80.158935,15.82994,1.751289,0.642543,0.080481,1.192141,86.233279,17.564143,1.822479,0.62368,0.031056,1.097617,79.478549,8.821938,1.010906
S23,0.700623,0.268204,1.462806,109.848839,32.866035,2.502383,0.623621,0.05996,1.20594,84.665612,14.882521,1.521056,0.627956,0.080509,1.208169,86.309407,19.158302,1.941625,0.626881,0.063968,1.219576,86.528201,15.698424,1.577132,0.629931,0.066559,1.157665,90.011393,17.394718,1.703303
S24,0.701434,0.235684,1.423617,121.164615,34.688212,2.432646,0.626768,0.044225,1.270593,86.14132,10.957863,1.117702,0.614337,0.053413,1.213274,85.406898,13.318918,1.387996,0.653249,0.119461,1.361099,104.401246,22.625796,1.804395,0.645632,0.079457,1.257515,95.988124,18.40921,1.636374
S25,0.681633,0.176492,1.352959,109.540186,29.019573,2.261841,0.630323,0.087304,1.246666,92.826391,18.074035,1.685294,0.611757,0.046719,1.15526,82.946257,13.361126,1.433978,0.668252,0.125603,1.396541,100.734361,20.637455,1.707469,0.634003,0.08494,1.274724,97.915039,18.907811,1.633552
S26,0.709218,0.162236,1.360466,109.78352,30.457737,2.335674,0.648018,0.087953,1.322407,89.659451,21.192437,2.066173,0.635555,0.081731,1.369472,89.973579,16.963348,1.617005,0.677327,0.170743,1.705749,97.57992,22.065896,1.796672,0.627339,0.044269,1.323852,80.99843,9.320582,1.0089
S27,0.729385,0.203826,1.420268,116.672694,28.785753,2.039969,0.636419,0.082022,1.303056,93.406946,18.195093,1.646291,0.634748,0.059778,1.259043,86.574082,14.467318,1.445873,0.666714,0.104203,1.391994,97.594186,18.000401,1.567555,0.662562,0.097776,1.295219,101.061426,20.551436,1.710711
S28,0.720699,0.20719,1.235981,113.863583,32.702803,2.350201,0.640564,0.051245,1.090814,86.660495,13.243992,1.364403,0.621975,0.040816,1.061497,83.737374,11.983884,1.264394,0.674285,0.163322,1.305294,112.965869,25.839358,1.800154,0.664062,0.087872,1.230707,98.178006,16.229963,1.407263
S29,0.691822,0.296197,1.424805,133.958028,41.851118,2.561562,0.61034,0.042557,1.148776,85.775219,12.872913,1.316162,0.600542,0.02542,1.139117,76.786972,8.007359,0.941127,0.634541,0.095617,1.344398,94.665377,19.150863,1.698273,0.633767,0.077405,1.248348,93.530495,18.117747,1.669969
S30,0.729241,0.281163,1.336356,108.431259,31.768251,2.387055,0.65956,0.080971,1.11657,89.22884,17.0516,1.68995,0.666836,0.065966,1.086169,85.250712,15.119423,1.556163,0.677911,0.096034,1.135288,97.676925,19.811852,1.732199,0.668263,0.070234,1.092643,93.140763,16.248873,1.520955
S31,0.717881,0.223772,1.259423,113.939882,30.334819,2.207361,0.647226,0.070639,1.102991,91.35593,15.452982,1.493429,0.643849,0.059147,1.090136,90.316623,13.774514,1.333158,0.665284,0.115703,1.136004,100.816051,22.399977,1.894105,0.647342,0.079178,1.089813,94.341834,18.037707,1.617274
S32,0.711285,0.223223,1.430384,107.960462,31.821292,2.501853,0.656976,0.079169,1.316055,85.504576,16.040372,1.625135,0.651259,0.101205,1.31466,84.785132,20.519473,2.045675,0.651881,0.071144,1.371553,88.822289,14.420939,1.382791,0.64886,0.060287,1.201684,89.898575,17.197924,1.632263
S33,0.687005,0.196607,1.440732,118.393627,31.292317,2.171033,0.578668,0.046336,1.272398,85.789248,11.807477,1.214307,0.60456,0.066557,1.340961,92.630204,15.042685,1.376214,0.621495,0.106704,1.383554,105.998614,22.690609,1.758905,0.617205,0.079155,1.309514,97.285865,19.166912,1.663232
S34,0.697826,0.212639,1.360465,127.417137,31.188888,2.027493,0.59876,0.042957,1.155684,90.27712,12.60497,1.236627,0.633016,0.09934,1.282779,107.218565,21.341884,1.675198,0.645226,0.099696,1.304797,111.88616,19.757276,1.473887,0.609936,0.058875,1.195675,104.125982,15.106983,1.229437
S35,0.687721,0.150509,1.318453,99.321033,26.781717,2.295333,0.624146,0.041996,1.163168,84.950363,12.066083,1.282269,0.625408,0.052918,1.21327,81.219485,13.264757,1.438125,0.676296,0.218688,1.493234,111.698386,29.082717,2.082802,0.623826,0.077488,1.258021,92.035271,18.804727,1.778175
S36,0.739646,0.347388,1.399663,137.015365,41.607846,2.459109,0.661255,0.110624,1.168658,101.200648,23.389177,1.948862,0.676797,0.096155,1.213879,92.724669,18.434107,1.686651,0.623743,0.021766,0.991403,79.645161,7.948522,0.90002,0.611587,0.022744,0.99216,77.82697,8.620348,0.992148
S37,0.711359,0.275102,1.442951,108.54414,33.521526,2.6004,0.639755,0.080553,1.189977,87.005701,19.09278,1.946824,0.630606,0.080202,1.174943,89.460508,19.379241,1.905106,0.627117,0.072189,1.247246,86.63528,15.416064,1.5366,0.634029,0.048279,1.169897,82.806302,12.590388,1.334965
S38,0.766136,0.369588,1.587892,125.455754,42.317238,2.644122,0.680942,0.100615,1.373525,91.719932,18.549752,1.720442,0.675224,0.081754,1.302787,93.004563,18.854355,1.77685,0.652612,0.04616,1.279177,88.164565,11.408506,1.142261,0.651691,0.026625,1.162589,85.792077,8.870149,0.92368
S39,0.749553,0.303731,1.440183,119.35076,36.08979,2.450439,0.670395,0.094899,1.196358,90.355478,20.64167,2.001767,0.664515,0.082712,1.215731,89.987971,16.696118,1.573803,0.643773,0.028891,1.129576,79.771717,8.103705,0.897344,0.674816,0.094138,1.229469,87.397382,18.468717,1.856812
S40,0.712032,0.261433,1.438249,111.088214,35.003605,2.606622,0.648924,0.094549,1.24772,89.036239,20.3677,1.975764,0.627681,0.056263,1.245593,79.407587,12.301037,1.393434,0.666697,0.115608,1.360985,99.590309,19.904609,1.698464,0.652471,0.047204,1.210044,82.234204,12.423049,1.337973
S41,0.734525,0.311051,1.5694,115.753625,34.798971,2.476549,0.656303,0.081078,1.243344,84.065913,18.475885,1.92313,0.66215,0.085052,1.327994,86.175397,17.136611,1.757105,0.654746,0.061364,1.31481,84.04414,13.639005,1.431971,0.645316,0.0569,1.197371,90.077175,15.949528,1.570326
S42,0.703266,0.320757,1.306626,114.855711,38.288128,2.763075,0.616279,0.047725,1.029956,79.122854,12.930916,1.446672,0.625262,0.070208,1.075075,83.614321,17.541069,1.858048,0.638993,0.064293,1.118719,84.764004,14.634013,1.54266,0.645284,0.073614,1.108868,88.080553,16.605874,1.672929
S43,0.743396,0.312996,1.383481,111.294675,35.277294,2.628568,0.619641,0.044124,1.093852,80.007956,11.399542,1.280235,0.642081,0.062805,1.123016,80.581686,14.384942,1.566245,0.671326,0.08031,1.190282,85.67422,16.479625,1.695631,0.67863,0.113598,1.168586,92.80159,22.458597,2.070168
S44,0.683468,0.265246,1.399721,113.128853,34.686475,2.480922,0.602923,0.050373,1.200123,86.359883,13.341845,1.356527,0.588083,0.065272,1.215319,90.015665,16.498854,1.610423,0.608941,0.063716,1.22002,95.29916,16.240606,1.487102,0.617442,0.080389,1.229923,90.585732,19.23222,1.84981
S45,0.701569,0.238327,1.280201,107.536424,33.8033,2.681099,0.648067,0.080882,1.138622,88.004566,18.014128,1.794549,0.623341,0.069048,1.163727,84.128263,15.145709,1.587211,0.634621,0.06695,1.147918,85.142042,15.160008,1.572912,0.642713,0.07995,1.166683,87.406803,17.876855,1.830297
S46,0.699407,0.25338,1.393275,109.154343,34.562315,2.730294,0.625254,0.067736,1.229144,83.578777,15.432099,1.633987,0.628919,0.078996,1.233312,85.156935,17.566058,1.794592,0.639712,0.075348,1.255793,82.495623,16.362214,1.717781,0.618409,0.06447,1.204442,83.459462,16.077314,1.682867
S47,0.677802,0.221016,1.348152,105.998515,31.133298,2.45921,0.567909,0.051296,1.18718,88.50386,14.257525,1.406314,0.573473,0.048413,1.168091,83.185759,12.811451,1.354774,0.605827,0.075947,1.16909,93.006176,19.423337,1.848089,0.619258,0.092142,1.154494,96.937217,22.374389,2.00271
S48,0.68506,0.245626,1.285455,112.521023,33.55001,2.515332,0.584566,0.046129,1.085185,83.282728,12.766018,1.349518,0.598529,0.047085,1.065809,85.639329,13.469745,1.427239,0.634193,0.120267,1.193136,100.910635,23.064749,1.957155,0.602506,0.064535,1.091276,96.420149,17.149479,1.50496
S49,0.715434,0.20182,1.474066,115.272061,27.893618,2.046355,0.633294,0.04933,1.221899,87.815733,13.088058,1.299615,0.651412,0.090428,1.287175,96.377566,20.512379,1.816589,0.679898,0.158122,1.554367,102.583872,21.572175,1.766328,0.64524,0.055917,1.184786,90.482613,16.93377,1.586823
S50,0.702898,0.251343,1.348118,110.01172,32.459163,2.472612,0.631608,0.064292,1.119625,86.221754,16.682077,1.709114,0.624291,0.056437,1.131414,83.936585,14.081981,1.477964,0.65816,0.117118,1.264346,92.143726,18.990782,1.765151,0.624682,0.072849,1.127726,91.409312,17.785996,1.674092
S51,0.715817,0.264561,1.333112,111.799914,34.659075,2.575181,0.630456,0.048429,1.08652,79.454861,12.772898,1.41635,0.618576,0.04535,1.083154,83.193458,12.246416,1.323357,0.64237,0.079884,1.178417,98.01094,17.3138,1.545109,0.650277,0.104803,1.128931,101.368069,23.007811,1.931386
S52,0.717458,0.27665,1.375665,122.321092,36.56831,2.515777,0.630625,0.044286,1.114043,82.467497,12.462334,1.307635,0.614414,0.034342,1.093747,83.684073,11.171755,1.193928,0.663092,0.134128,1.357114,97.065294,20.842572,1.783785,0.652264,0.078851,1.190744,95.283662,18.955029,1.698505
S53,0.702165,0.146466,1.348975,107.032159,25.92932,2.112091,0.649007,0.104466,1.328537,100.055461,22.63589,1.890143,0.649235,0.093765,1.299933,98.631889,20.565324,1.761269,0.653711,0.116148,1.515832,100.854924,17.117246,1.424767,0.598748,0.058619,1.31472,95.639643,13.752219,1.224297
S54,0.704143,0.214997,1.37123,116.520646,34.012189,2.350473,0.617181,0.039917,1.222687,84.032253,10.42477,1.08719,0.615867,0.04045,1.161575,82.473181,12.130585,1.309221,0.650758,0.128643,1.416254,105.790672,22.837105,1.776253,0.65159,0.092662,1.269976,103.839441,20.595351,1.661409
S55,0.696709,0.185767,1.295087,111.434918,30.285632,2.267834,0.623824,0.058249,1.165914,88.402606,15.223195,1.521458,0.634118,0.124705,1.358392,93.911842,19.463184,1.722406,0.646795,0.101763,1.245588,102.386092,20.740634,1.736759,0.642657,0.053821,1.17095,96.653693,14.287355,1.270274
