subject_number,m2_s2_corr,m2_s2_gev,m2_s2_gfp,m2_s2_duration,m2_s2_coverage,m2_s2_occurrence,m1_s2_corr,m1_s2_gev,m1_s2_gfp,m1_s2_duration,m1_s2_coverage,m1_s2_occurrence,m3_s2_corr,m3_s2_gev,m3_s2_gfp,m3_s2_duration,m3_s2_coverage,m3_s2_occurrence,m5_s2_corr,m5_s2_gev,m5_s2_gfp,m5_s2_duration,m5_s2_coverage,m5_s2_occurrence,m4_s2_corr,m4_s2_gev,m4_s2_gfp,m4_s2_duration,m4_s2_coverage,m4_s2_occurrence
S11,0.66179,0.194303,1.511197,93.358128,28.219852,2.529396,0.679847,0.120815,1.653183,79.986602,16.338529,1.67487,0.720065,0.23485,1.573608,111.681854,32.841127,2.495215,0.645136,0.044063,1.161748,97.082962,16.735029,1.503965,0.624231,0.008633,0.99721,64.243649,5.865463,0.854526
S12,0.649766,0.057389,1.276348,93.20829,19.286733,1.783167,0.641322,0.116425,1.59443,89.345119,18.53067,1.81883,0.69936,0.289477,1.880305,109.77134,29.629101,2.24679,0.618542,0.044725,1.288106,84.112383,14.807418,1.569187,0.640817,0.062882,1.32487,94.772511,17.746077,1.676177
S13,0.570232,0.051147,1.065993,79.53858,15.932391,1.835689,0.638953,0.060436,1.11306,80.034462,14.242172,1.593239,0.711035,0.286481,1.393453,111.60048,34.441674,2.597672,0.6447,0.078412,1.195793,83.36933,16.431144,1.731782,0.631972,0.083079,1.143148,93.749566,18.952618,1.731782
S14,0.646486,0.104511,1.114762,88.978103,21.397079,2.10113,0.675219,0.079712,1.11062,80.979061,16.065032,1.756682,0.740044,0.256288,1.345482,92.748172,28.699366,2.583356,0.652307,0.074082,1.08381,80.6029,16.685037,1.928906,0.678499,0.086493,1.127068,74.796555,17.153486,2.135575
S15,0.653333,0.083336,1.163826,80.581232,18.400556,2.05146,0.649162,0.035339,1.122681,74.84645,9.095967,1.112656,0.741106,0.333811,1.408967,112.070373,38.623088,2.920723,0.654072,0.074322,1.124341,85.815992,18.303199,1.877608,0.660847,0.072963,1.178725,81.710581,15.577191,1.703755
S16,0.613902,0.104485,1.946456,97.750167,18.574326,1.55752,0.694226,0.143904,2.075518,110.084145,20.718632,1.412634,0.726277,0.234967,1.941384,125.018409,32.26601,2.137062,0.66207,0.042121,1.484201,101.659085,14.401623,1.195306,0.659326,0.047425,1.490861,87.711318,14.039409,1.448855
S17,0.668611,0.065821,1.20407,80.725529,16.038444,1.839616,0.62511,0.045726,1.12237,77.434768,13.230215,1.576813,0.726016,0.303962,1.437232,95.075098,38.594384,3.566602,0.677293,0.080619,1.245734,90.802565,18.170897,1.6519,0.631805,0.05541,1.247099,67.745042,13.966061,1.839616
S18,0.664034,0.059586,1.11564,89.903489,13.546423,1.349108,0.600512,0.041953,1.025138,78.332838,12.840736,1.487478,0.714146,0.225465,1.324453,103.183896,30.289193,2.35229,0.68744,0.104108,1.237117,93.25955,18.804483,1.695033,0.684087,0.147535,1.273526,112.337915,24.519164,1.833403
S19,0.592035,0.035726,1.168158,86.676741,12.909066,1.322936,0.648979,0.145261,1.445396,91.910676,24.230609,2.12366,0.68797,0.201163,1.484094,106.398095,29.898343,2.332544,0.642215,0.125225,1.514207,96.297716,20.359281,1.775519,0.628356,0.042322,1.290332,96.879784,12.602702,1.148865
S20,0.715447,0.077801,1.179245,82.177432,14.771954,1.633764,0.658174,0.074375,1.105967,87.136782,16.664398,1.701838,0.759987,0.29213,1.363371,110.332012,31.858407,2.51872,0.705308,0.106536,1.149222,93.218973,20.422056,1.872022,0.678823,0.077896,1.147523,89.98187,16.283186,1.667801
S21,0.585002,0.026072,1.00668,95.029421,13.185913,1.194376,0.634419,0.045652,1.151359,87.461027,14.660115,1.433251,0.744978,0.467496,1.76761,132.4285,43.748294,2.559378,0.612031,0.037634,1.055681,91.247414,14.114114,1.296751,0.600927,0.038872,1.157702,90.474346,14.291564,1.433251
S22,0.648971,0.057228,1.209728,75.132639,14.042909,1.706604,0.649538,0.080817,1.209224,87.303655,19.852327,2.020061,0.730432,0.275683,1.484772,105.645423,34.048481,2.786291,0.642104,0.059178,1.360606,91.075687,11.479521,1.079688,0.669341,0.099915,1.31697,88.389658,20.576762,2.124547
S23,0.652464,0.09491,1.220476,83.171296,20.176771,2.140588,0.648105,0.05932,1.20677,73.482068,12.788289,1.519127,0.723734,0.247081,1.420018,98.305276,29.319155,2.554896,0.653126,0.116143,1.227171,109.460027,24.499379,1.96796,0.62534,0.0512,1.167279,89.023918,13.216407,1.346499
S24,0.623935,0.035893,1.084387,69.994572,10.651499,1.366524,0.625221,0.041931,1.166458,95.700594,11.966317,1.034126,0.700359,0.200537,1.352422,109.9098,34.362535,2.659182,0.664119,0.085255,1.280641,95.419546,17.905156,1.661988,0.642161,0.160415,1.44916,103.830293,25.114493,2.105185
S25,0.661728,0.074135,1.158726,83.687759,15.455305,1.636035,0.658481,0.078953,1.159307,80.980238,16.41604,1.705653,0.712318,0.241058,1.317889,106.489367,31.021999,2.367029,0.645134,0.087837,1.155495,94.990827,19.869117,1.810081,0.673691,0.090777,1.170843,98.481469,17.237538,1.531607
S26,0.652725,0.205803,1.576518,88.992698,21.444231,2.021102,0.633436,0.097574,1.243424,86.994589,22.307482,2.192381,0.72711,0.228945,1.410317,102.188151,31.912853,2.637709,0.606207,0.019364,1.007225,69.037769,9.989038,1.335982,0.679026,0.044986,1.166219,90.534543,14.346396,1.473006
S27,0.632736,0.078117,1.259113,93.550909,17.055373,1.502361,0.665429,0.068698,1.247431,95.077042,14.622979,1.323508,0.735062,0.278586,1.393771,133.889599,35.842037,2.253541,0.665066,0.071073,1.186744,105.192612,16.740592,1.323508,0.635349,0.060536,1.168569,90.417974,15.739018,1.502361
S28,0.619654,0.04327,1.10073,79.647445,12.483536,1.353725,0.671761,0.057644,1.130824,83.358442,13.215279,1.463486,0.717368,0.229524,1.325838,109.231193,33.089419,2.524513,0.682672,0.067646,1.161191,86.49454,14.678765,1.500073,0.678137,0.153326,1.307954,104.173368,26.533002,2.012293
S29,0.5731,0.028383,1.134478,81.653903,9.396069,1.075886,0.627247,0.037109,1.09763,76.652788,11.260938,1.291063,0.678647,0.220072,1.334877,119.792809,34.944771,2.438675,0.65856,0.10975,1.281043,105.413743,21.474681,1.685554,0.621057,0.120333,1.362036,93.479247,22.92354,2.080046
S30,0.670858,0.062462,1.131792,84.992004,14.176245,1.45452,0.649212,0.072992,1.123827,90.479191,16.985951,1.6319,0.746125,0.312929,1.395184,105.215693,35.305804,2.767135,0.675387,0.048665,1.145624,77.925366,10.827302,1.277139,0.671231,0.099555,1.13752,93.367281,22.704697,2.164041
S31,0.638834,0.074761,1.226938,86.668631,15.421793,1.537786,0.645081,0.090211,1.172178,96.370183,19.639719,1.830697,0.718572,0.209547,1.312562,108.095664,29.818395,2.306678,0.664502,0.068523,1.20718,94.211385,14.425893,1.354716,0.665962,0.100217,1.192702,105.988055,20.6942,1.647627
S32,0.671479,0.166852,1.688221,102.018724,24.852347,1.826236,0.653504,0.082136,1.563434,104.833788,18.650917,1.476531,0.696229,0.18926,1.650735,127.078476,31.691016,2.098228,0.583154,0.024144,1.277515,86.269971,8.89027,0.932546,0.593107,0.058186,1.567393,108.56409,15.915449,1.204538
S33,0.59012,0.054821,1.146609,91.566525,15.998813,1.521223,0.595565,0.0848,1.377902,91.961358,16.325319,1.521223,0.653982,0.17038,1.25512,110.702225,31.478183,2.485901,0.646676,0.086933,1.222172,88.430618,19.189671,1.929356,0.641933,0.077157,1.223403,96.341354,17.008014,1.558326
S34,0.621877,0.068754,1.216481,92.856436,17.125848,1.592136,0.618254,0.049736,1.138861,82.757727,15.284508,1.626748,0.706947,0.321768,1.516944,132.122783,38.169736,2.422816,0.644105,0.072085,1.242443,113.724388,15.838294,1.24602,0.642922,0.053255,1.194843,91.26181,13.581614,1.315243
S35,0.630858,0.057964,1.1001,74.531198,12.91626,1.567507,0.633669,0.058298,1.073437,83.712254,13.919465,1.49784,0.701158,0.227356,1.250058,101.035444,30.653476,2.542845,0.650228,0.080841,1.114586,87.972678,18.141285,1.776508,0.650624,0.122791,1.142157,95.616774,24.369514,2.09001
S36,0.682378,0.075071,1.556102,92.202494,15.211695,1.448076,0.682338,0.182883,1.750752,105.134588,27.141084,2.172114,0.770093,0.352785,1.851236,146.813909,42.987174,2.310026,0.638623,0.011422,1.122613,78.094327,6.785271,0.792994,0.679452,0.01711,1.187712,89.465301,7.874776,0.792994
S37,0.6621,0.101736,1.152693,86.622617,18.756891,1.929438,0.644676,0.085122,1.102597,86.439258,18.288313,1.826075,0.71303,0.315015,1.294451,107.77445,38.767916,3.066428,0.662742,0.048009,1.043897,72.481816,12.017641,1.481533,0.647002,0.050448,1.07485,81.617717,12.169239,1.274807
S38,0.678222,0.057096,1.146891,93.001463,15.412385,1.388503,0.675709,0.08451,1.257281,91.782609,18.703138,1.735629,0.759047,0.395015,1.571807,116.478017,38.655929,2.707581,0.681492,0.068835,1.255881,96.325192,15.579006,1.388503,0.695819,0.045599,1.193107,90.818916,11.649542,1.07609
S39,0.665903,0.132259,1.425066,99.495843,17.932699,1.561834,0.666752,0.098143,1.120665,98.797352,22.433622,1.952293,0.725603,0.249542,1.35157,121.662832,35.311657,2.378248,0.627854,0.072713,1.151329,84.861255,18.060486,1.881301,0.597084,0.021541,1.184302,85.32222,6.261536,0.674429
S40,0.656288,0.055224,1.110552,80.666795,14.428885,1.578803,0.669936,0.095851,1.228006,86.243451,19.535969,1.922021,0.740064,0.290331,1.379979,110.022856,35.955519,2.711422,0.685172,0.080915,1.216507,79.713262,16.158704,1.853377,0.649508,0.062575,1.197342,88.188839,13.920923,1.407194
S41,0.658527,0.094224,1.168831,95.851468,19.023384,1.788171,0.662944,0.073383,1.095522,78.788296,16.50619,1.891334,0.746002,0.298363,1.378862,112.032863,33.823934,2.544704,0.663531,0.106892,1.21629,96.934118,19.54608,1.788171,0.679062,0.048013,1.120631,82.918937,11.100413,1.203576
S42,0.621986,0.064819,1.08519,78.794108,16.215101,1.891074,0.612163,0.053455,1.034982,77.83366,14.757255,1.753541,0.708491,0.326496,1.345531,112.296117,37.711456,2.785036,0.660402,0.086536,1.102945,83.669257,19.460872,2.06299,0.654384,0.055756,1.148095,78.525015,11.855316,1.375327
S43,0.630499,0.060551,0.972814,83.606424,16.146689,1.744663,0.6089,0.048785,1.013409,80.832695,12.082649,1.334154,0.72387,0.294618,1.259625,103.488371,32.936508,2.531472,0.674387,0.134162,1.111996,93.255427,24.630542,2.326218,0.651997,0.065961,1.062071,83.046616,14.203612,1.5052
S44,0.614601,0.056758,1.085975,88.308508,12.666,1.285164,0.608987,0.066052,1.084143,93.748395,15.236327,1.463658,0.672257,0.234683,1.215827,108.507595,34.985006,2.677424,0.627152,0.08047,1.084722,86.343623,18.520634,1.820648,0.602208,0.075576,1.120991,103.208923,18.592032,1.570755
S45,0.616627,0.044654,1.020108,73.248529,12.269073,1.551262,0.666649,0.090564,1.115721,79.197165,18.502327,2.080102,0.710855,0.304562,1.263215,107.304719,39.768721,3.032012,0.639158,0.072312,1.105028,84.806888,16.852348,1.798054,0.644283,0.058013,1.110323,82.62739,12.607531,1.410238
S46,0.645991,0.101135,1.22122,94.993512,20.711238,1.849218,0.611249,0.07222,1.107088,96.72821,17.15505,1.600284,0.682009,0.276732,1.421399,112.826104,31.792319,2.204836,0.595418,0.036688,1.106639,87.33557,11.593172,1.173542,0.613944,0.053925,1.022468,100.331472,18.748222,1.564723
S47,0.56318,0.046505,1.184126,88.560373,12.708545,1.233135,0.554456,0.054746,1.197469,98.02704,15.798636,1.450747,0.66109,0.232628,1.407475,103.714701,32.017989,2.430001,0.618883,0.085148,1.125224,83.122473,22.326998,2.248658,0.602046,0.061102,1.145549,87.434916,17.147831,1.740897
S48,0.645557,0.065997,1.137145,83.073157,15.682196,1.733222,0.611391,0.057863,1.233319,79.263535,12.340544,1.351913,0.72844,0.221166,1.293465,98.626946,31.295064,2.738491,0.640839,0.104306,1.227919,94.945258,20.895729,1.941209,0.679311,0.108915,1.234833,89.1746,19.786467,1.906545
S49,0.626135,0.059267,1.261959,76.548267,18.002833,2.089235,0.635438,0.023867,1.063684,79.993177,11.331445,1.239377,0.737211,0.325594,1.792512,123.717604,32.33711,2.124646,0.640074,0.034494,1.10348,93.256704,15.325779,1.416431,0.685725,0.148495,1.603711,104.695716,23.002833,1.770538
S50,0.655348,0.048945,1.079097,80.060689,11.586726,1.25488,0.63978,0.071265,1.056096,74.934712,19.018405,2.161182,0.721171,0.249356,1.25509,115.154767,33.365867,2.405187,0.639675,0.085058,1.115935,102.438489,17.150028,1.394311,0.658249,0.103994,1.189088,92.579849,18.878974,1.812605
S51,0.619098,0.04818,1.068494,85.604963,14.016251,1.523506,0.622306,0.030456,1.007122,83.492703,9.953569,1.051944,0.723864,0.239028,1.321853,109.286363,32.820662,2.430354,0.656791,0.101133,1.157888,89.425628,22.141613,2.067615,0.625599,0.111811,1.307819,93.220117,21.067905,1.922519
S52,0.592132,0.031067,1.123233,85.345358,12.86169,1.302083,0.627513,0.022962,1.078588,86.396957,8.159722,0.831887,0.719688,0.357955,1.595827,141.030174,43.359375,2.567998,0.666034,0.047095,1.376342,84.95823,11.762153,1.157407,0.664225,0.141196,1.488248,99.00157,23.85706,1.880787
S53,0.645468,0.120985,1.373128,97.052685,23.442907,2.054498,0.663203,0.090792,1.286656,95.270893,22.376009,1.910323,0.707016,0.198058,1.54004,112.545726,28.013264,2.16263,0.604114,0.058667,1.318369,86.395338,12.831603,1.297578,0.659015,0.07805,1.440988,90.306942,13.336217,1.261534
S54,0.638063,0.058787,1.307439,85.321367,11.931728,1.236242,0.614544,0.049653,1.277987,76.473424,11.405328,1.276121,0.701888,0.185779,1.275148,109.926965,34.104323,2.552241,0.651992,0.104631,1.280127,91.497079,23.480619,2.073696,0.649041,0.103034,1.416823,89.470553,19.078003,1.714787
S55,0.647566,0.045911,0.990238,75.963457,12.372159,1.420455,0.672552,0.078014,1.145215,94.525011,15.014205,1.420455,0.722949,0.3194,1.271476,123.110204,38.423295,2.485795,0.650453,0.061537,1.06598,92.006534,15,1.384943,0.646837,0.08115,1.048653,94.77147,19.190341,1.669034
