subject_number,m1_s1_corr,m1_s1_gev,m1_s1_gfp,m1_s1_duration,m1_s1_coverage,m1_s1_occurrence,m2_s1_corr,m2_s1_gev,m2_s1_gfp,m2_s1_duration,m2_s1_coverage,m2_s1_occurrence,m4_s1_corr,m4_s1_gev,m4_s1_gfp,m4_s1_duration,m4_s1_coverage,m4_s1_occurrence,m3_s1_corr,m3_s1_gev,m3_s1_gfp,m3_s1_duration,m3_s1_coverage,m3_s1_occurrence,m5_s1_corr,m5_s1_gev,m5_s1_gfp,m5_s1_duration,m5_s1_coverage,m5_s1_occurrence
S11,0.657466,0.074018,1.609231,87.965994,17.169837,1.600309,0.679733,0.184343,1.847198,100.828254,25.718436,2.020248,0.655061,0.013713,1.12231,86.474832,9.029827,0.953375,0.727413,0.340592,2.027061,124.81189,35.070595,2.235892,0.651315,0.022759,1.099551,88.837443,13.011304,1.259817
S12,0.611778,0.079467,1.230569,93.811664,19.942714,1.841338,0.598802,0.059834,1.224481,87.990542,16.377679,1.623958,0.625611,0.072071,1.244641,95.845473,18.500332,1.662319,0.686942,0.20462,1.464921,111.752016,29.896169,2.276098,0.610831,0.06674,1.248459,86.511602,15.283106,1.496087
S13,0.62561,0.081129,1.170038,87.154881,18.503033,1.872358,0.59929,0.037234,1.065419,82.55033,10.604668,1.125712,0.640193,0.085516,1.150473,90.497346,19.564418,1.883845,0.702571,0.276868,1.39357,107.206009,33.344054,2.619004,0.616797,0.076663,1.147782,93.498035,17.983827,1.665595
S14,0.66224,0.066303,1.054552,78.267725,15.608417,1.806953,0.659893,0.091034,1.109424,80.303514,18.824337,2.081427,0.661499,0.079268,1.124298,75.728314,15.914913,1.887008,0.740318,0.28172,1.333619,100.294837,32.108875,2.721866,0.659024,0.084061,1.108109,82.608535,17.543458,1.887008
S15,0.640684,0.068383,1.237314,77.950154,13.854069,1.590271,0.652365,0.068873,1.133512,80.12273,17.015903,1.835828,0.675362,0.096709,1.254344,82.62404,18.400374,1.95276,0.734589,0.256905,1.399124,103.126158,31.417212,2.467259,0.668638,0.086691,1.14819,89.840041,19.312442,1.870907
S16,0.639014,0.057646,1.287175,88.289555,15.06148,1.483183,0.648865,0.09682,1.444733,100.633532,18.544567,1.542988,0.644863,0.049855,1.124277,108.460113,18.233577,1.411416,0.716842,0.288324,1.664568,119.59927,34.127554,2.368308,0.624443,0.043735,1.176198,96.845142,14.032821,1.220037
S17,0.646006,0.049795,1.165081,72.370809,12.987267,1.640548,0.681982,0.105858,1.229366,83.402495,21.003918,2.166993,0.667235,0.058315,1.183755,76.693338,13.67287,1.567091,0.726741,0.29617,1.450995,103.120019,36.953967,2.975024,0.659463,0.06003,1.158116,83.762263,15.381978,1.579334
S18,0.619901,0.047126,1.068269,85.780062,13.205068,1.40779,0.636414,0.059993,1.112766,84.308602,14.378226,1.525106,0.679308,0.148215,1.255857,104.353603,24.087283,1.900516,0.726301,0.273461,1.356778,113.910864,32.257156,2.404974,0.660291,0.066813,1.119527,83.631301,16.072267,1.677616
S19,0.650829,0.135388,1.442754,97.957955,24.553967,2.061303,0.594971,0.052721,1.297427,92.000999,13.742023,1.315973,0.643003,0.064544,1.421604,102.980509,14.030838,1.117995,0.710675,0.199783,1.51354,107.772082,29.179671,2.224344,0.635715,0.074623,1.316213,98.010701,18.493502,1.630409
S20,0.669565,0.050497,1.147449,83.625011,13.637416,1.447094,0.659374,0.053368,1.162661,85.393143,14.119009,1.504978,0.672246,0.078517,1.211903,89.45248,18.258856,1.78282,0.764464,0.272605,1.488306,112.31821,32.368604,2.431118,0.695611,0.151435,1.415586,100.21662,21.616115,1.829127
S21,0.62227,0.036067,1.105222,83.402889,13.850738,1.466549,0.600424,0.022974,1.084152,88.42727,9.870106,1.012617,0.623928,0.041521,1.138542,90.542663,14.102146,1.338517,0.74791,0.525857,1.75546,133.127779,48.475255,2.665394,0.616351,0.031546,1.035181,93.488289,13.701755,1.29196
S22,0.622806,0.067985,1.16409,86.013326,17.590396,1.838759,0.627102,0.067441,1.182591,83.536982,17.139603,1.80317,0.639477,0.077737,1.239541,89.291772,17.595141,1.720129,0.704092,0.293095,1.45453,110.046363,37.206985,2.752207,0.620228,0.042311,1.230765,81.906328,10.467875,1.16257
S23,0.636016,0.060761,1.182051,77.420461,13.402396,1.503029,0.636083,0.081521,1.13556,85.005974,19.155529,2.011747,0.618297,0.066456,1.156936,90.870564,16.454701,1.560838,0.71367,0.283157,1.380311,104.863484,33.510614,2.647644,0.635778,0.071884,1.121583,85.802721,17.476761,1.792073
S24,0.628349,0.052246,1.335682,93.668195,13.804928,1.298192,0.608487,0.06456,1.321747,86.917725,15.35786,1.51864,0.669792,0.140683,1.490982,111.335742,23.631999,1.739088,0.692828,0.210097,1.486598,114.641704,32.645863,2.449419,0.641287,0.06067,1.301171,94.887359,14.559349,1.334934
S25,0.634123,0.069361,1.143915,88.919643,16.030027,1.567845,0.611892,0.056254,1.1351,84.409551,14.904029,1.567845,0.646894,0.098496,1.262663,95.797699,18.624097,1.650988,0.691202,0.200418,1.271336,116.440078,30.796275,2.232991,0.631347,0.090525,1.189353,98.349692,19.645572,1.662866
S26,0.66272,0.113308,1.338729,87.123922,21.961611,2.153099,0.649114,0.110842,1.397376,85.445951,17.792844,1.786614,0.643789,0.102463,1.387536,89.024939,19.529067,1.924046,0.708684,0.200578,1.397782,106.246366,31.975812,2.508131,0.635921,0.02399,1.103207,74.184961,8.740666,1.07655
S27,0.630114,0.068719,1.198558,84.588523,15.729911,1.598087,0.63718,0.05037,1.186805,85.106931,12.71367,1.290307,0.664185,0.099146,1.322853,91.188548,16.691131,1.562574,0.715182,0.20439,1.305734,113.966771,30.527014,2.225484,0.67169,0.129087,1.260647,107.450921,24.338274,1.882191
S28,0.648922,0.051714,1.029494,80.153814,13.410194,1.470314,0.632488,0.044432,1.014811,76.942812,12.196602,1.423637,0.688542,0.158025,1.217901,114.479628,25.261389,1.738704,0.732202,0.25641,1.247839,116.463827,33.971247,2.380508,0.673477,0.072614,1.131744,92.732371,15.160568,1.411968
S29,0.614453,0.037398,1.049258,82.855361,12.102238,1.320032,0.604476,0.034028,1.093036,77.30112,10.102332,1.156488,0.62315,0.088888,1.235847,90.157123,19.242091,1.752255,0.684337,0.295393,1.392596,134.711704,40.329891,2.47652,0.650093,0.080256,1.190227,90.87794,18.223448,1.740573
S30,0.654208,0.06633,1.023739,81.921609,15.668181,1.692479,0.643514,0.051389,1.006272,77.712518,13.215246,1.507002,0.677694,0.111678,1.082086,98.638854,22.707039,1.970695,0.736948,0.313852,1.289093,111.62834,33.89131,2.538718,0.675298,0.06035,1.022583,83.783821,14.518223,1.518594
S31,0.658286,0.079219,1.171633,90.803855,16.429844,1.553393,0.649146,0.0675,1.16678,94.643851,14.262319,1.312557,0.673294,0.105456,1.168385,103.751428,20.981648,1.721979,0.721381,0.225245,1.283803,117.469498,30.865565,2.191609,0.644382,0.074617,1.120682,97.864585,17.460623,1.541352
S32,0.640681,0.063568,1.151307,77.930521,15.945959,1.846571,0.654647,0.105999,1.234067,88.062733,21.303352,2.080314,0.663185,0.054315,1.229002,80.549498,12.421112,1.379085,0.715475,0.270503,1.415929,104.341783,33.920808,2.758169,0.665205,0.067826,1.169371,86.795652,16.40877,1.624515
S33,0.600725,0.050895,1.111482,83.500786,12.302675,1.311561,0.609002,0.053506,1.140321,91.013805,13.158143,1.276113,0.63044,0.099562,1.23535,100.370968,20.54542,1.677852,0.694398,0.224531,1.287262,114.96072,34.866244,2.457699,0.647649,0.090634,1.188586,91.265126,19.127517,1.772379
S34,0.603454,0.042872,1.119745,89.822146,12.876502,1.245032,0.64214,0.066424,1.157383,97.297572,17.425657,1.532347,0.62919,0.067982,1.219424,99.751005,16.357803,1.340804,0.696065,0.306551,1.418528,129.321798,38.14586,2.394292,0.619202,0.064031,1.215749,98.749275,15.194177,1.304889
S35,0.615312,0.048475,1.150882,84.105034,13.038334,1.396119,0.629505,0.048388,1.150464,80.932108,13.043067,1.419782,0.674799,0.212252,1.429292,113.93934,27.775674,1.916706,0.692364,0.156287,1.287945,100.224806,27.098912,2.283483,0.631354,0.081103,1.219427,92.091676,19.044013,1.798391
S36,0.661822,0.143773,1.561651,110.470791,26.218208,1.984787,0.667511,0.072255,1.364522,88.029696,18.350368,1.770858,0.629207,0.016689,1.113188,78.694166,7.573092,0.867602,0.732267,0.33824,1.741627,135.668276,40.07131,2.365106,0.618589,0.019387,1.220386,82.659013,7.787022,0.855717
S37,0.641907,0.097342,1.124274,85.928032,21.229794,2.181301,0.64115,0.113327,1.137426,91.781369,23.043718,2.238703,0.626327,0.047002,1.062687,77.427095,12.192322,1.400625,0.725908,0.262645,1.345514,100.916491,31.355621,2.5946,0.631422,0.05158,1.093272,84.480213,12.178545,1.274339
S38,0.683217,0.08318,1.335884,87.639261,15.798964,1.537359,0.672378,0.081246,1.269539,97.913514,20.62604,1.7801,0.661986,0.037223,1.232143,82.005559,10.028667,1.121232,0.768419,0.416816,1.670061,128.024516,45.006473,2.727945,0.670287,0.029058,1.199668,84.517897,8.539856,0.866932
S39,0.675106,0.099515,1.113111,90.615688,21.648245,2.057994,0.670171,0.079825,1.138909,86.54519,17.402766,1.745826,0.650201,0.024635,1.054787,77.870723,6.75207,0.739953,0.756276,0.325238,1.356631,116.859984,37.839338,2.670767,0.671976,0.079508,1.121979,85.107363,16.357582,1.734264
S40,0.67458,0.099914,1.318486,88.252116,18.569065,1.849554,0.643277,0.064494,1.358865,80.447742,11.717673,1.298134,0.667866,0.110771,1.38212,98.073806,19.699476,1.65426,0.710378,0.257153,1.430908,114.522328,37.124345,2.550317,0.646197,0.050039,1.250611,79.015437,12.88944,1.481941
S41,0.657304,0.085534,1.085166,80.654415,19.033975,2.069405,0.657562,0.065517,1.109373,84.023682,14.85878,1.59185,0.644563,0.061676,1.166554,82.24606,13.312412,1.432665,0.743562,0.321577,1.366614,115.1465,35.948515,2.524219,0.664934,0.078983,1.143713,86.135009,16.846318,1.716924
S42,0.624676,0.049604,1.06104,77.488888,13.204538,1.537796,0.63315,0.062687,1.072652,77.392528,16.216339,1.879528,0.641396,0.062416,1.1386,80.862441,14.840297,1.617533,0.704112,0.336705,1.34857,111.203829,38.99394,2.870552,0.652163,0.076947,1.148623,82.991674,16.744885,1.788399
S43,0.619449,0.046271,1.063341,82.321125,12.048138,1.289418,0.649196,0.073146,1.137469,83.119331,15.844003,1.617427,0.680354,0.076642,1.185252,85.528338,14.396236,1.459078,0.750888,0.308973,1.326462,112.590154,36.601366,2.680632,0.696418,0.111868,1.154576,95.670848,21.110257,1.922816
S44,0.594178,0.046485,1.114863,87.839168,13.79376,1.393189,0.573964,0.051507,1.140555,89.484511,15.727554,1.559895,0.611415,0.055367,1.184081,95.659892,14.65587,1.321743,0.681671,0.287424,1.42799,115.077462,35.522744,2.512503,0.628781,0.093015,1.237024,92.080733,20.300071,1.857585
S45,0.645981,0.092395,1.209897,87.707698,19.610793,1.941182,0.623509,0.06861,1.217468,81.424424,15.74784,1.710667,0.624987,0.076516,1.281232,84.365483,16.063283,1.67427,0.695504,0.194604,1.2938,101.743636,30.549355,2.596331,0.638177,0.084164,1.238214,85.9849,18.028729,1.904785
S46,0.637002,0.079147,1.137692,84.139422,15.93236,1.679407,0.633148,0.076171,1.088399,85.529659,17.516794,1.80681,0.64447,0.066524,1.103301,80.423267,14.991893,1.656243,0.713399,0.275152,1.262594,110.138587,35.39495,2.721798,0.623722,0.065174,1.065767,80.972644,16.164003,1.772064
S47,0.564277,0.038495,1.125051,81.19576,11.847033,1.305933,0.570186,0.04175,1.094726,78.072379,12.803075,1.466095,0.593324,0.076242,1.184397,93.925251,19.657993,1.860339,0.674053,0.232744,1.355552,109.875378,33.284053,2.513306,0.612173,0.096311,1.186609,97.017099,22.407845,2.008181
S48,0.60923,0.049723,1.110651,81.304932,12.526857,1.401214,0.614308,0.052366,1.047784,84.081612,14.656702,1.564689,0.628851,0.111558,1.18539,97.422071,22.685661,2.020084,0.68968,0.253482,1.294063,109.418039,33.946754,2.638954,0.614519,0.064077,1.120861,82.97819,16.184026,1.704811
S49,0.630894,0.036504,1.106589,86.496333,12.237202,1.249175,0.655885,0.108706,1.254408,100.130175,23.003677,1.944471,0.700684,0.173012,1.440802,105.663936,23.267653,1.803055,0.731429,0.208257,1.417628,109.992912,26.958612,2.062317,0.641972,0.040993,1.059363,91.49046,14.532856,1.378806
S50,0.642819,0.069772,1.140375,84.970966,16.889344,1.792282,0.6462,0.050452,1.076273,82.081489,13.747032,1.501327,0.663996,0.121738,1.248767,92.643413,19.552162,1.815558,0.70989,0.255938,1.353605,103.26555,32.153997,2.560402,0.651916,0.077666,1.136919,87.0655,17.657465,1.780643
S51,0.641057,0.0451,1.086651,78.705572,12.291372,1.331919,0.634612,0.053166,1.098561,82.905615,13.653937,1.473362,0.653223,0.092288,1.244652,100.624582,18.114097,1.55587,0.726926,0.258213,1.36155,117.080659,34.243281,2.439887,0.662531,0.095843,1.125071,99.253817,21.697313,1.826968
S52,0.634852,0.04957,1.124907,85.705525,13.443105,1.36424,0.622383,0.040218,1.053765,86.399987,13.054,1.293063,0.664254,0.125574,1.338108,94.36817,20.02942,1.80317,0.717676,0.284892,1.434231,121.418279,35.750214,2.467495,0.651784,0.074213,1.186454,89.251037,17.723261,1.743855
S53,0.655692,0.121696,1.427309,102.01651,22.865225,1.845903,0.650957,0.081184,1.321108,99.163418,20.276166,1.750012,0.662044,0.161614,1.655643,109.80883,20.089179,1.522271,0.705005,0.127354,1.323419,106.421612,24.883732,2.049672,0.604348,0.042869,1.278122,87.819983,11.885698,1.162679
S54,0.618145,0.043989,1.209976,80.940748,10.979043,1.199041,0.630905,0.043655,1.21292,79.272373,11.55771,1.277239,0.631669,0.096014,1.352485,102.362515,20.295068,1.681264,0.691971,0.240825,1.372736,117.539092,36.857471,2.47628,0.641279,0.084411,1.247874,101.839375,20.310708,1.668231
S55,0.616422,0.048104,1.22033,84.826066,13.242663,1.383918,0.638791,0.146074,1.51905,100.804113,21.393462,1.753758,0.647427,0.086695,1.290101,108.641746,19.112384,1.503221,0.69438,0.195795,1.340232,116.802802,32.736817,2.350274,0.620633,0.042482,1.165602,91.462288,13.514674,1.288475
