subject_number,m1_s2_corr,m1_s2_gev,m1_s2_gfp,m1_s2_duration,m1_s2_coverage,m1_s2_occurrence,m2_s2_corr,m2_s2_gev,m2_s2_gfp,m2_s2_duration,m2_s2_coverage,m2_s2_occurrence,m4_s2_corr,m4_s2_gev,m4_s2_gfp,m4_s2_duration,m4_s2_coverage,m4_s2_occurrence,m3_s2_corr,m3_s2_gev,m3_s2_gfp,m3_s2_duration,m3_s2_coverage,m3_s2_occurrence,m5_s2_corr,m5_s2_gev,m5_s2_gfp,m5_s2_duration,m5_s2_coverage,m5_s2_occurrence
S21,0.603826,0.046671,1.123053,87.400448,15.322729,1.563075,0.613181,0.042609,1.142062,95.454138,13.90217,1.264252,0.632269,0.060447,1.264293,90.751296,14.394079,1.40217,0.728647,0.406928,1.616421,128.93902,42.878816,2.608955,0.622351,0.044435,1.145603,91.697898,13.502207,1.287238
S22,0.642915,0.07459,1.155537,84.63309,17.815493,1.848867,0.608798,0.056413,1.117388,79.120713,15.701147,1.789608,0.633464,0.099675,1.220208,88.150124,21.901963,2.180715,0.704716,0.279051,1.403545,112.468403,35.408173,2.737745,0.638067,0.039835,1.162119,74.64036,9.173225,1.090357
S23,0.620799,0.063943,1.162304,83.795137,15.329008,1.656627,0.623496,0.081813,1.159226,88.52507,19.652456,1.923077,0.623616,0.063065,1.19281,85.279984,14.601483,1.459685,0.687295,0.234113,1.369207,107.814329,31.098239,2.421223,0.616778,0.086031,1.168918,94.378159,19.318814,1.784059
S24,0.612768,0.042596,1.231597,89.073889,11.437008,1.13189,0.629044,0.042479,1.202477,85.57408,11.830709,1.218012,0.652501,0.145135,1.451095,102.611947,23.833661,1.943898,0.702777,0.209342,1.375446,120.175251,34.340551,2.362205,0.638055,0.077989,1.285235,96.82392,18.558071,1.673228
S25,0.647392,0.105285,1.1685,95.458206,19.908116,1.770674,0.624018,0.049735,1.09407,86.700598,13.198698,1.351933,0.657894,0.107269,1.2395,103.72432,18.252297,1.495502,0.686001,0.206163,1.271882,108.841349,31.106432,2.35691,0.63546,0.071019,1.08988,96.849797,17.534456,1.567286
S26,0.665877,0.116769,1.299936,89.453569,22.032977,2.140333,0.649661,0.083335,1.271695,87.65363,17.924443,1.766624,0.67672,0.124915,1.423243,96.411386,17.978801,1.619406,0.721375,0.233895,1.375082,109.872468,33.937307,2.548016,0.630641,0.021959,1.066464,74.65978,8.126472,0.973908
S27,0.656318,0.095758,1.33304,96.67977,19.009751,1.66856,0.629042,0.078623,1.301857,95.91815,17.059547,1.514721,0.65404,0.09606,1.347377,105.106306,19.000284,1.562056,0.719082,0.197067,1.413163,111.408224,27.932406,2.106409,0.652444,0.079326,1.273407,96.648417,16.998012,1.538389
S28,0.624839,0.059113,1.050383,88.268985,16.290811,1.610809,0.623174,0.049873,1.083364,82.636472,12.86724,1.37039,0.658664,0.119956,1.229395,97.838456,21.012646,1.839208,0.723066,0.237743,1.256804,122.274491,34.259749,2.308025,0.647149,0.084876,1.180808,89.049399,15.569553,1.562725
S29,0.605617,0.047589,1.150842,88.973676,14.010253,1.363872,0.591497,0.028419,1.110138,78.247325,9.74933,1.128721,0.62523,0.091767,1.354928,96.780085,18.351126,1.599022,0.68551,0.26173,1.412521,120.603509,37.327752,2.527865,0.638636,0.097189,1.265895,108.113339,20.561539,1.587264
S30,0.640951,0.071339,1.099191,85.728603,15.947078,1.636141,0.664925,0.078305,1.092216,87.275824,17.411366,1.753849,0.667174,0.083986,1.123049,94.926105,17.368991,1.612599,0.725689,0.276018,1.288395,105.320197,34.008192,2.683742,0.664443,0.067805,1.09515,87.17887,15.264372,1.530204
S31,0.654984,0.088049,1.145331,93.451275,18.025605,1.728083,0.619053,0.048854,1.041859,87.160915,13.897678,1.411673,0.668996,0.088592,1.133147,95.93663,18.200847,1.642895,0.709993,0.24765,1.269882,114.227366,33.047753,2.42175,0.65179,0.07369,1.114906,88.929481,16.828117,1.630726
S32,0.651398,0.088865,1.545171,84.757513,17.578947,1.782297,0.671699,0.149533,1.645274,90.886887,21.952153,2.009569,0.639022,0.066536,1.669557,91.216018,12.937799,1.208134,0.719008,0.192845,1.520387,108.739294,33.511962,2.547847,0.628124,0.04259,1.315813,84.161939,14.019139,1.447368
S33,0.584457,0.035257,1.358202,95.9376,11.417041,1.047201,0.62114,0.08549,1.567096,101.683223,18.129342,1.506947,0.618896,0.105415,1.654494,105.825252,20.152227,1.609113,0.678219,0.179909,1.556981,123.758209,30.547609,2.030548,0.606886,0.071943,1.426434,99.048712,19.75378,1.711279
S34,0.599213,0.031339,1.081828,91.002856,11.46338,1.10317,0.625034,0.078398,1.26481,96.325232,18.360593,1.594801,0.657892,0.10316,1.330388,110.57514,21.065759,1.58281,0.702216,0.265134,1.471596,130.931105,35.872224,2.242314,0.615817,0.045601,1.173523,94.184506,13.238045,1.211089
S35,0.627079,0.061373,1.104162,86.000521,16.084147,1.674449,0.629345,0.063392,1.128127,79.961534,15.329466,1.709825,0.658875,0.140825,1.302868,94.180453,23.338522,2.098958,0.70587,0.216974,1.313404,101.63341,30.522145,2.523466,0.637973,0.060345,1.150805,84.759482,14.72572,1.521155
S36,0.663919,0.088568,1.262549,92.609241,21.120388,1.959047,0.668051,0.091051,1.389256,94.372415,19.016745,1.714166,0.645363,0.016764,1.038433,78.471579,7.257801,0.839591,0.753571,0.390776,1.676375,137.183302,43.187649,2.577079,0.61138,0.02099,1.040973,82.640696,9.417417,1.026167
S37,0.632958,0.081874,1.216149,85.281771,18.475073,1.908486,0.617554,0.070391,1.151435,85.410771,18.628683,1.896849,0.63332,0.063805,1.267988,82.550934,13.792301,1.431364,0.711363,0.286302,1.437704,113.888428,36.163478,2.676535,0.63387,0.045788,1.117175,77.323719,12.940465,1.466276
S38,0.681352,0.069952,1.323517,85.196009,16.587275,1.686082,0.67168,0.067295,1.32684,83.852801,15.332736,1.615337,0.680743,0.042241,1.284559,95.707713,11.583267,1.072961,0.772435,0.453407,1.708867,137.923398,47.62062,2.664717,0.663348,0.026568,1.191508,91.924961,8.876102,0.848936
S39,0.684023,0.098991,1.226647,88.514069,20.094596,2.025382,0.681957,0.096817,1.288523,86.969879,16.900815,1.639037,0.634348,0.029826,1.104638,80.284697,9.356561,1.030252,0.748284,0.277256,1.382219,117.003348,36.049452,2.587337,0.681648,0.094875,1.273082,82.994031,17.598576,1.838063
S40,0.658297,0.095204,1.231725,95.935663,21.990377,2.001018,0.614678,0.040813,1.137741,79.757858,12.968446,1.457389,0.654459,0.10805,1.363314,97.775322,18.603683,1.642454,0.716666,0.262169,1.450972,110.651028,33.890071,2.590913,0.668858,0.062267,1.331057,82.038584,12.547423,1.330156
S41,0.664545,0.082172,1.11785,81.144921,17.78387,1.976239,0.653012,0.090847,1.10179,85.017842,19.547635,2.033356,0.670049,0.053998,1.105523,75.54974,12.428604,1.507882,0.739329,0.29875,1.359507,108.091753,32.73475,2.478867,0.643639,0.077663,1.126262,94.094585,17.505141,1.656386
S42,0.620626,0.055072,1.121885,80.235528,14.118293,1.556491,0.62747,0.072588,1.125083,85.458119,18.165171,1.922725,0.631044,0.060756,1.143844,82.274616,14.65391,1.579381,0.70984,0.321404,1.4237,117.606956,36.943783,2.666636,0.636444,0.065738,1.154555,90.882548,16.118843,1.567936
S43,0.617853,0.047377,1.070067,79.547091,12.207899,1.366556,0.631259,0.065141,1.056604,81.987072,15.227987,1.628479,0.662756,0.064152,1.09889,80.029313,14.959231,1.617091,0.731078,0.294837,1.325099,109.942326,34.705963,2.619232,0.671402,0.123274,1.156901,92.492084,22.89892,2.106774
S44,0.600397,0.041315,1.16242,82.612545,11.286879,1.20099,0.591994,0.05408,1.203598,86.889925,14.096467,1.455745,0.593375,0.074634,1.214753,91.590568,19.065411,1.80755,0.68037,0.262406,1.411247,109.451508,33.618012,2.49903,0.613479,0.087511,1.207282,94.31606,21.93323,1.989519
S45,0.642554,0.075775,1.125915,85.493422,17.203238,1.706204,0.618674,0.052223,1.106091,78.809449,13.296621,1.506166,0.639971,0.072657,1.168847,86.30066,15.377012,1.565,0.700851,0.267592,1.303719,110.287873,35.197214,2.659324,0.642286,0.083279,1.134447,87.436094,18.925915,1.894474
S46,0.613578,0.072483,1.127715,89.001521,19.359806,1.913117,0.64715,0.094794,1.2798,86.993949,17.726658,1.773132,0.630924,0.079564,1.191758,96.14666,19.201157,1.67981,0.69373,0.219646,1.363713,108.427318,29.536653,2.321404,0.615947,0.05983,1.213692,84.211348,14.175727,1.481499
S47,0.576525,0.049239,1.064866,86.313343,15.090602,1.558347,0.591873,0.056462,1.128801,82.352647,13.752114,1.461706,0.608691,0.065271,1.093524,91.181556,17.047596,1.618748,0.667375,0.197212,1.270932,102.984312,28.712249,2.355641,0.643035,0.121663,1.150739,96.31624,25.397439,2.210679
S48,0.598085,0.050615,1.132547,80.951014,13.917405,1.53518,0.606726,0.051129,1.125311,82.268611,13.509586,1.488305,0.645635,0.122812,1.244543,98.389232,23.362865,2.050813,0.694869,0.228278,1.373063,107.856954,30.26766,2.343787,0.613737,0.076368,1.154357,93.287755,18.942483,1.734402
S49,0.6384,0.041985,1.275985,92.836162,13.798435,1.292395,0.653373,0.090628,1.471663,93.986697,19.103295,1.763455,0.679643,0.159114,1.676697,109.370572,25.659484,1.908397,0.738007,0.233739,1.798363,119.021357,26.321384,1.811769,0.635928,0.042269,1.250126,91.49258,15.117403,1.41318
S50,0.633377,0.059089,1.131793,84.45033,17.463047,1.777912,0.629004,0.052157,1.213959,84.680483,13.340151,1.35958,0.668985,0.129864,1.394446,94.612809,21.065353,1.894115,0.717241,0.251673,1.439137,116.623999,33.750116,2.440271,0.628583,0.062795,1.225958,95.626692,14.381333,1.289858
S51,0.611561,0.043334,1.049336,76.05172,12.719086,1.50092,0.636732,0.054711,1.073729,80.932277,14.123172,1.585649,0.643588,0.06949,1.167195,90.476061,15.430425,1.525128,0.714832,0.267239,1.336804,105.888216,33.17033,2.590297,0.658255,0.113393,1.140895,97.74908,24.556987,2.166651
S52,0.622821,0.037929,1.214831,79.921023,11.10193,1.227337,0.610542,0.031654,1.169522,79.628903,11.306081,1.275944,0.665599,0.160332,1.513714,103.687153,24.459243,1.980751,0.708715,0.271447,1.483658,122.295016,38.103339,2.636951,0.641336,0.053373,1.248685,86.35555,15.029407,1.506829
S53,0.630632,0.06988,1.24283,93.413939,18.1359,1.655866,0.651411,0.131708,1.370568,99.173139,25.092919,2.132374,0.655669,0.103346,1.437484,101.21833,17.435433,1.429524,0.699494,0.164223,1.377096,102.902633,27.461165,2.275326,0.612969,0.051844,1.315948,93.456695,11.874583,1.095969
S54,0.612963,0.037471,1.136776,88.177884,11.074026,1.108399,0.599088,0.042283,1.160734,89.553468,12.249676,1.195576,0.643058,0.118813,1.441698,101.844346,19.946199,1.606556,0.697835,0.182568,1.308217,109.24639,30.581847,2.366245,0.654959,0.12545,1.265312,102.352086,26.148251,2.142074
S55,0.62602,0.048577,1.080708,86.40215,13.528164,1.40231,0.634361,0.087574,1.184838,92.124306,16.747584,1.555503,0.646702,0.115437,1.186603,106.469794,23.624794,1.86189,0.719935,0.246725,1.303785,119.684832,34.32477,2.415744,0.65413,0.053112,1.16956,88.853737,11.774688,1.178412
