subject_number,m4_s2_corr,m4_s2_gev,m4_s2_gfp,m4_s2_duration,m4_s2_coverage,m4_s2_occurrence,m2_s2_corr,m2_s2_gev,m2_s2_gfp,m2_s2_duration,m2_s2_coverage,m2_s2_occurrence,m5_s2_corr,m5_s2_gev,m5_s2_gfp,m5_s2_duration,m5_s2_coverage,m5_s2_occurrence,m3_s2_corr,m3_s2_gev,m3_s2_gfp,m3_s2_duration,m3_s2_coverage,m3_s2_occurrence,m1_s2_corr,m1_s2_gev,m1_s2_gfp,m1_s2_duration,m1_s2_coverage,m1_s2_occurrence
S11,0.659426,0.00921,1.188703,74.175478,6.737194,0.835189,0.670672,0.156923,1.846199,101.567507,25.988307,2.140173,0.632797,0.023408,1.284637,86.546117,12.360802,1.252784,0.730337,0.348286,2.197295,122.259887,34.813474,2.383769,0.677488,0.095054,1.835093,91.157232,20.100223,1.774777
S12,0.614854,0.063493,1.206056,101.628536,19.39615,1.649333,0.592581,0.056726,1.260825,82.907247,17.828314,1.823968,0.622355,0.068361,1.293656,92.399432,14.358895,1.319466,0.684672,0.180838,1.482234,102.204278,28.578081,2.309066,0.601516,0.102872,1.454479,93.909962,19.838559,1.882179
S13,0.630171,0.084809,1.127255,87.8537,19.18981,1.896708,0.567561,0.04027,1.07113,81.213099,11.26192,1.23547,0.61874,0.098353,1.162017,88.963509,20.289552,2.035916,0.681536,0.21987,1.280618,98.91921,30.99464,2.697153,0.62685,0.085525,1.14152,89.781978,18.264077,1.844505
S14,0.669499,0.081363,1.212219,78.375845,16.146225,1.82781,0.670688,0.079571,1.170321,79.966649,17.116502,1.82781,0.676113,0.083176,1.19038,83.409772,16.604031,1.776563,0.7384,0.277773,1.425674,103.738294,32.128459,2.596515,0.668006,0.085513,1.19073,82.177838,18.004783,1.964469
S15,0.655974,0.084412,1.202857,84.170377,18.46573,1.886397,0.654297,0.072442,1.122897,79.084342,19.360022,2.218263,0.676349,0.098069,1.277305,81.327657,17.753092,1.938797,0.738885,0.281317,1.456579,103.181205,34.290505,2.899462,0.63965,0.040179,1.170552,71.331415,10.13065,1.309998
S16,0.64358,0.048097,1.301118,106.887878,17.203833,1.30662,0.635613,0.078216,1.580755,93.911078,16.623113,1.469948,0.631875,0.042692,1.423981,94.251373,12.979094,1.16144,0.71741,0.258323,1.820937,120.71758,35.670732,2.431765,0.659624,0.088766,1.589557,95.98852,17.523229,1.433653
S17,0.647069,0.048533,1.184312,79.574647,14.049157,1.577931,0.657162,0.088203,1.313758,79.681389,17.101062,1.874954,0.660009,0.072352,1.185122,92.451636,19.633177,1.85639,0.713793,0.311535,1.494463,111.862409,38.612906,2.85884,0.639753,0.037112,1.193592,72.994076,10.603698,1.336601
S18,0.679821,0.112599,1.184534,110.868341,21.45077,1.677497,0.633523,0.055569,1.079944,76.350234,14.062721,1.642181,0.6675,0.086997,1.135776,90.982041,18.46306,1.765786,0.732263,0.272694,1.341305,103.466525,32.695296,2.666337,0.607568,0.050502,1.084712,75.848193,13.328154,1.606865
S19,0.644698,0.060182,1.359071,109.490899,14.920815,1.189546,0.611581,0.054553,1.274696,82.389629,14.672253,1.562389,0.658664,0.105655,1.37155,100.729592,20.069597,1.704424,0.713207,0.194339,1.443859,102.72445,29.891343,2.396847,0.649813,0.111437,1.435912,87.764078,20.445991,1.988495
S20,0.686273,0.090699,1.160605,93.682783,19.049897,1.725906,0.682395,0.069198,1.111776,89.871712,15.762133,1.555024,0.70345,0.14568,1.252575,92.139174,22.624744,2.15311,0.757354,0.262764,1.376774,113.069184,30.109364,2.272727,0.680421,0.053498,1.099492,81.577732,12.453862,1.332878
S21,0.637558,0.037005,1.16797,88.964545,11.964163,1.206065,0.612167,0.029278,1.08763,92.908037,11.474845,1.085458,0.641853,0.05753,1.198131,95.685411,15.906272,1.464507,0.730512,0.475995,1.681095,134.388176,45.830462,2.481048,0.63209,0.045274,1.150801,83.01383,14.824259,1.550655
S22,0.633312,0.09427,1.279775,90.559037,19.192346,1.846771,0.621967,0.065538,1.205096,79.228659,16.174194,1.829182,0.598528,0.034785,1.168099,78.181149,9.652455,1.125651,0.693754,0.25483,1.403655,113.524293,34.37456,2.620656,0.629865,0.082976,1.166441,84.656183,20.606444,2.128183
S23,0.612258,0.061072,1.185714,83.813659,15.49335,1.584152,0.627339,0.068956,1.189673,90.508242,16.781561,1.653785,0.630066,0.079063,1.192589,86.011678,17.658937,1.793051,0.692028,0.264466,1.363319,113.409628,36.327554,2.646055,0.639399,0.0702,1.24401,80.622208,13.738598,1.514518
S24,0.64546,0.134533,1.434659,109.134564,23.364079,1.815673,0.614252,0.054451,1.247633,92.467774,13.130946,1.216501,0.657864,0.067912,1.29709,90.419406,15.120924,1.434382,0.707192,0.23135,1.411678,131.405267,36.633016,2.396688,0.624967,0.045933,1.266138,84.286286,11.751035,1.216501
S25,0.641395,0.081421,1.208761,100.296553,16.620616,1.399221,0.614488,0.055801,1.143093,84.383493,14.948636,1.540914,0.63428,0.093959,1.235197,99.432981,19.312788,1.594049,0.690774,0.216035,1.302462,121.78984,32.646121,2.213957,0.633511,0.087634,1.201309,95.989998,16.471838,1.505491
S26,0.648049,0.08227,1.28936,82.703225,16.733474,1.800394,0.648609,0.083963,1.365432,83.874307,15.863849,1.613561,0.636912,0.024891,1.152425,72.509297,8.030437,1.036076,0.733864,0.252166,1.461628,111.53607,33.90176,2.547727,0.671139,0.138671,1.31967,93.29183,25.47048,2.30994
S27,0.646313,0.06341,1.219911,98.557525,15.134943,1.367188,0.641794,0.067201,1.305345,87.285654,14.0625,1.420455,0.671256,0.082546,1.200116,102.497098,18.302557,1.5625,0.720011,0.255825,1.399817,121.677408,35.106534,2.379261,0.639511,0.092292,1.334831,93.146271,17.393466,1.598011
S28,0.686097,0.108577,1.222353,104.264738,21.003443,1.651325,0.630435,0.045746,1.095771,84.023241,12.65547,1.370248,0.66651,0.068358,1.210325,92.487904,13.955449,1.370248,0.743352,0.295712,1.346808,115.687885,37.319935,2.65266,0.65025,0.060106,1.104447,83.320155,15.065702,1.545921
S29,0.619909,0.086843,1.332661,99.512422,18.734518,1.574775,0.611483,0.029559,1.205661,70.282839,8.210064,1.061646,0.660165,0.099534,1.306468,95.394461,19.944794,1.787105,0.684796,0.274769,1.428516,126.246682,39.217213,2.512563,0.58247,0.039036,1.096845,82.618277,13.893411,1.486305
S30,0.67398,0.081504,1.115764,98.541199,17.340433,1.541372,0.644513,0.065787,1.08812,88.942705,15.574862,1.523856,0.67611,0.065875,1.100422,82.417597,14.565964,1.541372,0.730962,0.296517,1.308984,116.644705,35.171302,2.592307,0.663663,0.085327,1.131721,84.314153,17.347439,1.804106
S31,0.654512,0.088791,1.147403,98.651674,19.627962,1.734701,0.615791,0.058381,1.090255,89.227823,14.918432,1.457887,0.643011,0.072759,1.133168,92.911313,16.970547,1.623976,0.714382,0.226567,1.282396,109.972667,30.427401,2.343692,0.667854,0.087678,1.165818,91.134453,18.055658,1.716247
S32,0.645451,0.060663,1.4033,81.104192,11.059908,1.152074,0.639285,0.075602,1.183715,83.110929,18.224366,1.944124,0.651342,0.068326,1.171973,88.389768,18.145161,1.746112,0.709216,0.254832,1.378639,104.303153,36.621544,3.024194,0.650333,0.06836,1.159694,81.015422,15.949021,1.746112
S33,0.632341,0.133067,1.524236,98.717655,21.463948,1.766205,0.613977,0.054062,1.242648,86.330033,14.595776,1.474873,0.653237,0.073911,1.244428,94.413167,19.227968,1.747997,0.700317,0.205147,1.401126,114.003067,33.197378,2.330663,0.614209,0.039264,1.154642,83.223829,11.514931,1.238165
S34,0.637199,0.070985,1.353858,107.815841,16.304826,1.265219,0.633626,0.070315,1.330456,93.084954,17.236321,1.558603,0.63064,0.063943,1.267139,103.939062,17.339005,1.430248,0.708028,0.266625,1.51277,128.856809,35.580167,2.200381,0.604071,0.046693,1.240029,84.545993,13.53968,1.393575
S35,0.663255,0.116465,1.281883,94.213986,21.94829,2.048601,0.629297,0.052679,1.147265,81.17385,13.414806,1.448149,0.64109,0.073352,1.180772,91.97713,17.038712,1.589432,0.718229,0.247549,1.376664,108.366092,32.466799,2.525431,0.63029,0.061121,1.144583,93.018115,15.131393,1.46581
S36,0.612851,0.012553,1.092802,83.447371,6.699507,0.70373,0.673691,0.094378,1.528575,91.574005,19.605911,1.812104,0.620211,0.019597,1.233928,78.480418,7.705841,0.914849,0.734968,0.353335,1.796431,130.848936,40.605208,2.533427,0.673026,0.120296,1.460721,103.441385,25.383533,2.00563
S37,0.615329,0.061733,1.2591,85.614082,15.023897,1.523862,0.627092,0.071289,1.188565,89.976857,19.096765,1.904828,0.596675,0.039149,1.129656,84.149346,12.578791,1.298746,0.721083,0.311992,1.535117,104.885489,35.852324,2.770659,0.627033,0.076155,1.239932,83.081759,17.448223,1.870195
S38,0.65569,0.036142,1.192427,87.602696,10.184799,1.059469,0.677724,0.081186,1.255694,87.256597,19.931916,1.979992,0.649359,0.01817,1.070664,80.028703,7.23218,0.816312,0.758461,0.39885,1.587805,123.059746,45.025705,2.813672,0.684742,0.11081,1.418757,89.566813,17.625399,1.702098
S39,0.635113,0.022692,1.044483,73.13788,7.100919,0.897976,0.682961,0.12436,1.21063,90.060089,21.143883,1.96864,0.677663,0.077068,1.169871,83.145914,15.113629,1.623264,0.760128,0.296825,1.36423,111.554703,36.409477,2.728466,0.684555,0.094955,1.140019,86.276663,20.232092,2.003177
S40,0.653884,0.108467,1.346986,100.595384,19.587343,1.644395,0.639888,0.040911,1.239833,71.550331,10.531053,1.350135,0.66789,0.044025,1.237558,76.826706,10.967251,1.263588,0.727356,0.290745,1.466136,106.274395,37.236031,2.821436,0.672225,0.101807,1.289988,86.206366,21.678322,2.215606
S41,0.65267,0.060818,1.202085,84.031962,13.661128,1.464179,0.655493,0.066408,1.135064,81.899793,15.499864,1.668483,0.664973,0.066844,1.14362,88.262824,15.82675,1.566331,0.747703,0.322995,1.413042,116.567223,34.643149,2.502724,0.661528,0.09179,1.127353,80.868628,20.369109,2.179243
S42,0.626465,0.0567,1.110591,83.606783,14.778628,1.571468,0.638509,0.066004,1.047297,82.646629,17.251981,1.89601,0.67271,0.078235,1.143128,89.857667,16.520907,1.60563,0.716237,0.351329,1.390505,111.019516,37.927029,2.750068,0.616877,0.047186,1.035879,76.354927,13.521454,1.571468
S43,0.67398,0.086808,1.182714,84.256441,17.305062,1.829685,0.628734,0.060844,1.109418,80.143244,13.324213,1.436389,0.692104,0.126591,1.20737,98.278766,22.845417,2.017784,0.738096,0.288549,1.369623,109.408696,34.206566,2.616279,0.622951,0.047109,1.090211,74.43871,12.318741,1.487688
S44,0.596999,0.084178,1.270795,94.587727,18.806185,1.69004,0.597693,0.047307,1.149617,89.076114,11.751169,1.186624,0.617851,0.091999,1.20749,87.847173,20.992449,2.067602,0.671436,0.231839,1.319227,109.2384,33.196692,2.571018,0.613408,0.058205,1.114288,84.105667,15.253506,1.600144
S45,0.623288,0.080876,1.313921,88.263932,16.679991,1.671633,0.615896,0.051195,1.206284,77.079567,12.740752,1.489934,0.635763,0.083171,1.222469,85.168831,18.751363,1.980522,0.713892,0.243529,1.339462,107.536655,33.461734,2.670979,0.648518,0.077489,1.180121,87.523922,18.36616,1.835162
S46,0.628967,0.062661,1.09954,82.494612,14.582015,1.564368,0.63047,0.101899,1.162521,91.327702,19.777825,1.845602,0.61555,0.05554,1.042263,82.572755,14.518737,1.564368,0.692826,0.20094,1.18752,104.493903,31.266259,2.636575,0.627045,0.098053,1.135073,91.38693,19.855164,1.933488
S47,0.601146,0.069457,1.141524,91.463536,18.276591,1.767879,0.566946,0.034872,1.09741,80.691121,11.139462,1.275789,0.641693,0.123313,1.225864,96.62541,23.999417,1.96836,0.66375,0.20094,1.29808,112.747449,31.121965,2.369323,0.556782,0.053684,1.152198,96.845678,15.462565,1.458045
S48,0.6339,0.114764,1.297659,92.842096,21.681569,2.027449,0.597963,0.046184,1.1188,81.131255,13.592569,1.472933,0.626434,0.070329,1.238099,89.272467,16.032439,1.542247,0.707901,0.249753,1.402035,112.264914,33.839329,2.51265,0.604836,0.055701,1.18368,84.679563,14.854093,1.542247
S49,0.675295,0.131616,1.44511,100.684648,25.297555,2.073866,0.661925,0.083749,1.30667,94.650397,19.598932,1.821395,0.652936,0.051791,1.242233,86.59764,14.708216,1.442689,0.732231,0.273815,1.733022,116.564665,29.05576,2.055832,0.650171,0.035876,1.217363,85.782725,11.339537,1.172185
S50,0.624351,0.07059,1.174544,92.410607,17.301665,1.636832,0.63096,0.040937,1.114429,81.080832,12.001114,1.340809,0.646446,0.083334,1.228279,94.459978,16.723549,1.51494,0.715358,0.274191,1.413715,119.860802,34.317754,2.437835,0.629979,0.085955,1.235576,92.951814,19.655917,1.880616
S51,0.652494,0.081183,1.230592,86.951827,15.887384,1.568068,0.649401,0.040328,1.012039,82.96431,11.981468,1.336422,0.679426,0.126454,1.180352,104.226779,24.832502,2.066999,0.716278,0.276141,1.336383,114.230928,36.072701,2.56593,0.622655,0.034296,1.021544,80.973144,11.225944,1.229508
S52,0.678755,0.138142,1.601818,99.868086,21.253193,1.774056,0.623055,0.033416,1.18604,88.075224,12.248084,1.206358,0.648187,0.064811,1.251403,91.594428,19.010786,1.774056,0.717171,0.286193,1.633385,118.468149,33.770934,2.412716,0.634003,0.052516,1.270145,82.611831,13.717003,1.419245
S53,0.654497,0.136501,1.602817,103.478325,17.739741,1.432357,0.650776,0.100305,1.362914,91.130151,22.910549,2.130631,0.595314,0.052785,1.315324,95.332932,13.084581,1.199599,0.708863,0.139331,1.410942,101.41718,25.331233,2.130631,0.652667,0.106634,1.433436,104.414348,20.933897,1.683019
S54,0.6358,0.085508,1.201187,87.204111,17.18312,1.666793,0.610682,0.039596,1.084209,80.931255,11.356921,1.231154,0.645545,0.11508,1.167473,97.221152,24.736722,2.178195,0.676063,0.217714,1.220714,111.344539,35.889083,2.727479,0.640337,0.038365,1.026466,84.327454,10.834154,1.117509
S55,0.619941,0.069532,1.154568,105.712073,17.58053,1.360057,0.61884,0.098908,1.33687,98.030747,17.508948,1.539012,0.638755,0.058916,1.194392,99.8599,14.373658,1.234789,0.723953,0.255244,1.35343,116.450624,34.287759,2.451682,0.619711,0.053473,1.109064,84.047107,16.249105,1.717967
